STT,MANGANH,TEN_NGANHCHUAN,MA_TO_HOP,tb_keys,TEN_TO_HOP,Gốc,Độ lệch
1321,7340101CLC,Quản trị kinh doanh (CLC),"D01(TO-3,VA-1,N1-1)",7340101CLC_D01,D01,Gốc,0
1322,7340101CLC,Quản trị kinh doanh (CLC),"D07(TO-3,HO-1,N1-1)",7340101CLC_D07,D07,,"-0,94"
1323,7340101CLC,Quản trị kinh doanh (CLC),"D09(TO-3,SU-1,N1-1)",7340101CLC_D09,D09,,0
1324,7340101CLC,Quản trị kinh doanh (CLC),"D10(TO-3,DI-1,N1-1)",7340101CLC_D10,D10,,0
1325,7340101CLC,Quản trị kinh doanh (CLC),"X01(TO-3,VA-1,KTPL-1)",7340101CLC_X01,X01,,0
1326,7340101CLC,Quản trị kinh doanh (CLC),"X02(TO-3,VA-1,TI-1)",7340101CLC_X02,X02,,0
1327,7340101CLC,Quản trị kinh doanh (CLC),"X03(TO-3,VA-1,CNCN-1)",7340101CLC_X03,X03,,0
1328,7340101CLC,Quản trị kinh doanh (CLC),"X04(TO-3,VA-1,CNNN-1)",7340101CLC_X04,X04,,0
1329,7340101CLC,Quản trị kinh doanh (CLC),"X05(TO-3,LI-1,KTPL-1)",7340101CLC_X05,X05,,0
1330,7340101CLC,Quản trị kinh doanh (CLC),"X06(TO-3,LI-1,TI-1)",7340101CLC_X06,X06,,0
1331,7340101CLC,Quản trị kinh doanh (CLC),"X07(TO-3,LI-1,CNCN-1)",7340101CLC_X07,X07,,0
1332,7340101CLC,Quản trị kinh doanh (CLC),"X08(TO-3,LI-1,CNNN-1)",7340101CLC_X08,X08,,0
1333,7340101CLC,Quản trị kinh doanh (CLC),"X09(TO-3,HO-1,KTPL-1)",7340101CLC_X09,X09,,0
1334,7340101CLC,Quản trị kinh doanh (CLC),"X10(TO-3,HO-1,TI-1)",7340101CLC_X10,X10,,0
1335,7340101CLC,Quản trị kinh doanh (CLC),"X11(TO-3,HO-1,CNCN-1)",7340101CLC_X11,X11,,0
1336,7340101CLC,Quản trị kinh doanh (CLC),"X12(TO-3,HO-1,CNNN-1)",7340101CLC_X12,X12,,0
1337,7340101CLC,Quản trị kinh doanh (CLC),"X13(TO-3,SI-1,KTPL-1)",7340101CLC_X13,X13,,0
1338,7340101CLC,Quản trị kinh doanh (CLC),"X14(TO-3,SI-1,TI-1)",7340101CLC_X14,X14,,0
1339,7340101CLC,Quản trị kinh doanh (CLC),"X15(TO-3,SI-1,CNCN-1)",7340101CLC_X15,X15,,0
1340,7340101CLC,Quản trị kinh doanh (CLC),"X16(TO-3,SI-1,CNNN-1)",7340101CLC_X16,X16,,0
1341,7340101CLC,Quản trị kinh doanh (CLC),"X17(TO-3,SU-1,KTPL-1)",7340101CLC_X17,X17,,0
1342,7340101CLC,Quản trị kinh doanh (CLC),"X18(TO-3,SU-1,TI-1)",7340101CLC_X18,X18,,0
1343,7340101CLC,Quản trị kinh doanh (CLC),"X19(TO-3,SU-1,CNCN-1)",7340101CLC_X19,X19,,0
1344,7340101CLC,Quản trị kinh doanh (CLC),"X20(TO-3,SU-1,CNNN-1)",7340101CLC_X20,X20,,0
1345,7340101CLC,Quản trị kinh doanh (CLC),"X21(TO-3,DI-1,KTPL-1)",7340101CLC_X21,X21,,0
1346,7340101CLC,Quản trị kinh doanh (CLC),"X22(TO-3,DI-1,TI-1)",7340101CLC_X22,X22,,0
1347,7340101CLC,Quản trị kinh doanh (CLC),"X23(TO-3,DI-1,CNCN-1)",7340101CLC_X23,X23,,0
1348,7340101CLC,Quản trị kinh doanh (CLC),"X24(TO-3,DI-1,CNNN-1)",7340101CLC_X24,X24,,0
1349,7340101CLC,Quản trị kinh doanh (CLC),"X25(TO-3,N1-1,KTPL-1)",7340101CLC_X25,X25,,0
1350,7340101CLC,Quản trị kinh doanh (CLC),"X26(TO-3,N1-1,TI-1)",7340101CLC_X26,X26,,0
1351,7340101CLC,Quản trị kinh doanh (CLC),"X27(TO-3,N1-1,CNCN-1)",7340101CLC_X27,X27,,0
1352,7340101CLC,Quản trị kinh doanh (CLC),"X28(TO-3,N1-1,CNNN-1)",7340101CLC_X28,X28,,0
1353,7340101CLC,Quản trị kinh doanh (CLC),"X53(TO-3,KTPL-1,TI-1)",7340101CLC_X53,X53,,0
1354,7340101CLC,Quản trị kinh doanh (CLC),"X54(TO-3,KTPL-1,CNCN-1)",7340101CLC_X54,X54,,0
1355,7340101CLC,Quản trị kinh doanh (CLC),"X55(TO-3,KTPL-1,CNNN-1)",7340101CLC_X55,X55,,0
1356,7340101CLC,Quản trị kinh doanh (CLC),"X56(TO-3,TI-1,CNCN-1)",7340101CLC_X56,X56,,0
1357,7340101CLC,Quản trị kinh doanh (CLC),"X57(TO-3,TI-1,CNNN-1)",7340101CLC_X57,X57,,0
1358,7340301CLC,Kế toán (CLC),"A00(TO-3,LI-1,HO-1)",7340301CLC_A00,A00,,"0,68"
1359,7340301CLC,Kế toán (CLC),"A01(TO-3,LI-1,N1-1)",7340301CLC_A01,A01,,"-0,01"
1360,7340301CLC,Kế toán (CLC),"A02(TO-3,LI-1,SI-1)",7340301CLC_A02,A02,,0
1361,7340301CLC,Kế toán (CLC),"A03(TO-3,LI-1,SU-1)",7340301CLC_A03,A03,,0
1362,7340301CLC,Kế toán (CLC),"A04(TO-3,LI-1,DI-1)",7340301CLC_A04,A04,,0
1363,7340301CLC,Kế toán (CLC),"A05(TO-3,HO-1,SU-1)",7340301CLC_A05,A05,,0
1364,7340301CLC,Kế toán (CLC),"A06(TO-3,HO-1,DI-1)",7340301CLC_A06,A06,,0
1365,7340301CLC,Kế toán (CLC),"A07(TO-3,SU-1,DI-1)",7340301CLC_A07,A07,,0
1366,7340301CLC,Kế toán (CLC),"B00(TO-3,HO-1,SI-1)",7340301CLC_B00,B00,,"-0,53"
1367,7340301CLC,Kế toán (CLC),"B01(TO-3,SI-1,SU-1)",7340301CLC_B01,B01,,0
1368,7340301CLC,Kế toán (CLC),"B02(TO-3,SI-1,DI-1)",7340301CLC_B02,B02,,0
1369,7340301CLC,Kế toán (CLC),"B03(TO-3,VA-1,SI-1)",7340301CLC_B03,B03,,0
1370,7340301CLC,Kế toán (CLC),"B08(TO-3,SI-1,N1-1)",7340301CLC_B08,B08,,0
1371,7340301CLC,Kế toán (CLC),"C01(TO-3,VA-1,LI-1)",7340301CLC_C01,C01,,"1,62"
1372,7340301CLC,Kế toán (CLC),"C02(TO-3,VA-1,HO-1)",7340301CLC_C02,C02,,0
1373,7340301CLC,Kế toán (CLC),"C03(TO-3,VA-1,SU-1)",7340301CLC_C03,C03,,0
1374,7340301CLC,Kế toán (CLC),"C04(TO-3,VA-1,DI-1)",7340301CLC_C04,C04,,0
1375,7340301CLC,Kế toán (CLC),"D01(TO-3,VA-1,N1-1)",7340301CLC_D01,D01,Gốc,0
1376,7340301CLC,Kế toán (CLC),"D07(TO-3,HO-1,N1-1)",7340301CLC_D07,D07,,"-0,94"
1377,7340301CLC,Kế toán (CLC),"D09(TO-3,SU-1,N1-1)",7340301CLC_D09,D09,,0
1378,7340301CLC,Kế toán (CLC),"D10(TO-3,DI-1,N1-1)",7340301CLC_D10,D10,,0
1379,7340301CLC,Kế toán (CLC),"X01(TO-3,VA-1,KTPL-1)",7340301CLC_X01,X01,,0
1380,7340301CLC,Kế toán (CLC),"X02(TO-3,VA-1,TI-1)",7340301CLC_X02,X02,,0
1381,7340301CLC,Kế toán (CLC),"X03(TO-3,VA-1,CNCN-1)",7340301CLC_X03,X03,,0
1382,7340301CLC,Kế toán (CLC),"X04(TO-3,VA-1,CNNN-1)",7340301CLC_X04,X04,,0
1383,7340301CLC,Kế toán (CLC),"X05(TO-3,LI-1,KTPL-1)",7340301CLC_X05,X05,,0
1384,7340301CLC,Kế toán (CLC),"X06(TO-3,LI-1,TI-1)",7340301CLC_X06,X06,,0
1385,7340301CLC,Kế toán (CLC),"X07(TO-3,LI-1,CNCN-1)",7340301CLC_X07,X07,,0
1386,7340301CLC,Kế toán (CLC),"X08(TO-3,LI-1,CNNN-1)",7340301CLC_X08,X08,,0
1387,7340301CLC,Kế toán (CLC),"X09(TO-3,HO-1,KTPL-1)",7340301CLC_X09,X09,,0
1388,7340301CLC,Kế toán (CLC),"X10(TO-3,HO-1,TI-1)",7340301CLC_X10,X10,,0
1389,7340301CLC,Kế toán (CLC),"X11(TO-3,HO-1,CNCN-1)",7340301CLC_X11,X11,,0
1390,7340301CLC,Kế toán (CLC),"X12(TO-3,HO-1,CNNN-1)",7340301CLC_X12,X12,,0
1391,7340301CLC,Kế toán (CLC),"X13(TO-3,SI-1,KTPL-1)",7340301CLC_X13,X13,,0
1392,7340301CLC,Kế toán (CLC),"X14(TO-3,SI-1,TI-1)",7340301CLC_X14,X14,,0
1393,7340301CLC,Kế toán (CLC),"X15(TO-3,SI-1,CNCN-1)",7340301CLC_X15,X15,,0
1394,7340301CLC,Kế toán (CLC),"X16(TO-3,SI-1,CNNN-1)",7340301CLC_X16,X16,,0
1395,7340301CLC,Kế toán (CLC),"X17(TO-3,SU-1,KTPL-1)",7340301CLC_X17,X17,,0
1396,7340301CLC,Kế toán (CLC),"X18(TO-3,SU-1,TI-1)",7340301CLC_X18,X18,,0
1397,7340301CLC,Kế toán (CLC),"X19(TO-3,SU-1,CNCN-1)",7340301CLC_X19,X19,,0
1398,7340301CLC,Kế toán (CLC),"X20(TO-3,SU-1,CNNN-1)",7340301CLC_X20,X20,,0
1399,7340301CLC,Kế toán (CLC),"X21(TO-3,DI-1,KTPL-1)",7340301CLC_X21,X21,,0
1400,7340301CLC,Kế toán (CLC),"X22(TO-3,DI-1,TI-1)",7340301CLC_X22,X22,,0
1401,7340301CLC,Kế toán (CLC),"X23(TO-3,DI-1,CNCN-1)",7340301CLC_X23,X23,,0
1402,7340301CLC,Kế toán (CLC),"X24(TO-3,DI-1,CNNN-1)",7340301CLC_X24,X24,,0
1403,7340301CLC,Kế toán (CLC),"X25(TO-3,N1-1,KTPL-1)",7340301CLC_X25,X25,,0
1404,7340301CLC,Kế toán (CLC),"X26(TO-3,N1-1,TI-1)",7340301CLC_X26,X26,,0
1405,7340301CLC,Kế toán (CLC),"X27(TO-3,N1-1,CNCN-1)",7340301CLC_X27,X27,,0
1406,7340301CLC,Kế toán (CLC),"X28(TO-3,N1-1,CNNN-1)",7340301CLC_X28,X28,,0
1407,7340301CLC,Kế toán (CLC),"X53(TO-3,KTPL-1,TI-1)",7340301CLC_X53,X53,,0
1408,7340301CLC,Kế toán (CLC),"X54(TO-3,KTPL-1,CNCN-1)",7340301CLC_X54,X54,,0
1409,7340301CLC,Kế toán (CLC),"X55(TO-3,KTPL-1,CNNN-1)",7340301CLC_X55,X55,,0
1410,7340301CLC,Kế toán (CLC),"X56(TO-3,TI-1,CNCN-1)",7340301CLC_X56,X56,,0
1411,7340301CLC,Kế toán (CLC),"X57(TO-3,TI-1,CNNN-1)",7340301CLC_X57,X57,,0
1412,7480201CLC,Công nghệ thông tin (CLC),"A00(TO-5,LI-1,HO-1)",7480201CLC_A00,A00,,"0,68"
1413,7480201CLC,Công nghệ thông tin (CLC),"A01(TO-5,LI-1,N1-1)",7480201CLC_A01,A01,,"-0,01"
1414,7480201CLC,Công nghệ thông tin (CLC),"A02(TO-5,LI-1,SI-1)",7480201CLC_A02,A02,,0
1415,7480201CLC,Công nghệ thông tin (CLC),"A03(TO-5,LI-1,SU-1)",7480201CLC_A03,A03,,0
1416,7480201CLC,Công nghệ thông tin (CLC),"A04(TO-5,LI-1,DI-1)",7480201CLC_A04,A04,,0
1417,7480201CLC,Công nghệ thông tin (CLC),"A05(TO-5,HO-1,SU-1)",7480201CLC_A05,A05,,0
1418,7480201CLC,Công nghệ thông tin (CLC),"A06(TO-5,HO-1,DI-1)",7480201CLC_A06,A06,,0
1419,7480201CLC,Công nghệ thông tin (CLC),"A07(TO-5,SU-1,DI-1)",7480201CLC_A07,A07,,0
1420,7480201CLC,Công nghệ thông tin (CLC),"B00(TO-5,HO-1,SI-1)",7480201CLC_B00,B00,,"-0,53"
1421,7480201CLC,Công nghệ thông tin (CLC),"B01(TO-5,SI-1,SU-1)",7480201CLC_B01,B01,,0
1422,7480201CLC,Công nghệ thông tin (CLC),"B02(TO-5,SI-1,DI-1)",7480201CLC_B02,B02,,0
1423,7480201CLC,Công nghệ thông tin (CLC),"B03(TO-5,VA-1,SI-1)",7480201CLC_B03,B03,,0
1424,7480201CLC,Công nghệ thông tin (CLC),"B08(TO-5,SI-1,N1-1)",7480201CLC_B08,B08,,0
1425,7480201CLC,Công nghệ thông tin (CLC),"C01(TO-5,VA-1,LI-1)",7480201CLC_C01,C01,,"1,62"
1426,7480201CLC,Công nghệ thông tin (CLC),"C02(TO-5,VA-1,HO-1)",7480201CLC_C02,C02,,0
1427,7480201CLC,Công nghệ thông tin (CLC),"C03(TO-5,VA-1,SU-1)",7480201CLC_C03,C03,,0
1428,7480201CLC,Công nghệ thông tin (CLC),"C04(TO-5,VA-1,DI-1)",7480201CLC_C04,C04,,0
1429,7480201CLC,Công nghệ thông tin (CLC),"D01(TO-5,VA-1,N1-1)",7480201CLC_D01,D01,Gốc,0
1430,7480201CLC,Công nghệ thông tin (CLC),"D07(TO-5,HO-1,N1-1)",7480201CLC_D07,D07,,"-0,94"
1431,7480201CLC,Công nghệ thông tin (CLC),"D09(TO-5,SU-1,N1-1)",7480201CLC_D09,D09,,0
1432,7480201CLC,Công nghệ thông tin (CLC),"D10(TO-5,DI-1,N1-1)",7480201CLC_D10,D10,,0
1433,7480201CLC,Công nghệ thông tin (CLC),"X01(TO-5,VA-1,KTPL-1)",7480201CLC_X01,X01,,0
1434,7480201CLC,Công nghệ thông tin (CLC),"X02(TO-5,VA-1,TI-3)",7480201CLC_X02,X02,,0
1435,7480201CLC,Công nghệ thông tin (CLC),"X03(TO-5,VA-1,CNCN-1)",7480201CLC_X03,X03,,0
1436,7480201CLC,Công nghệ thông tin (CLC),"X04(TO-5,VA-1,CNNN-1)",7480201CLC_X04,X04,,0
1437,7480201CLC,Công nghệ thông tin (CLC),"X05(TO-5,LI-1,KTPL-1)",7480201CLC_X05,X05,,0
1438,7480201CLC,Công nghệ thông tin (CLC),"X06(TO-5,LI-1,TI-3)",7480201CLC_X06,X06,,0
1439,7480201CLC,Công nghệ thông tin (CLC),"X07(TO-5,LI-1,CNCN-1)",7480201CLC_X07,X07,,0
1440,7480201CLC,Công nghệ thông tin (CLC),"X08(TO-5,LI-1,CNNN-1)",7480201CLC_X08,X08,,0
1441,7480201CLC,Công nghệ thông tin (CLC),"X09(TO-5,HO-1,KTPL-1)",7480201CLC_X09,X09,,0
1442,7480201CLC,Công nghệ thông tin (CLC),"X10(TO-5,HO-1,TI-3)",7480201CLC_X10,X10,,0
1443,7480201CLC,Công nghệ thông tin (CLC),"X11(TO-5,HO-1,CNCN-1)",7480201CLC_X11,X11,,0
1444,7480201CLC,Công nghệ thông tin (CLC),"X12(TO-5,HO-1,CNNN-1)",7480201CLC_X12,X12,,0
1445,7480201CLC,Công nghệ thông tin (CLC),"X13(TO-5,SI-1,KTPL-1)",7480201CLC_X13,X13,,0
1446,7480201CLC,Công nghệ thông tin (CLC),"X14(TO-5,SI-1,TI-3)",7480201CLC_X14,X14,,0
1447,7480201CLC,Công nghệ thông tin (CLC),"X15(TO-5,SI-1,CNCN-1)",7480201CLC_X15,X15,,0
1448,7480201CLC,Công nghệ thông tin (CLC),"X16(TO-5,SI-1,CNNN-1)",7480201CLC_X16,X16,,0
1449,7480201CLC,Công nghệ thông tin (CLC),"X17(TO-5,SU-1,KTPL-1)",7480201CLC_X17,X17,,0
1450,7480201CLC,Công nghệ thông tin (CLC),"X18(TO-5,SU-1,TI-3)",7480201CLC_X18,X18,,0
1451,7480201CLC,Công nghệ thông tin (CLC),"X19(TO-5,SU-1,CNCN-1)",7480201CLC_X19,X19,,0
1452,7480201CLC,Công nghệ thông tin (CLC),"X20(TO-5,SU-1,CNNN-1)",7480201CLC_X20,X20,,0
1453,7480201CLC,Công nghệ thông tin (CLC),"X21(TO-5,DI-1,KTPL-1)",7480201CLC_X21,X21,,0
1454,7480201CLC,Công nghệ thông tin (CLC),"X22(TO-5,DI-1,TI-3)",7480201CLC_X22,X22,,0
1455,7480201CLC,Công nghệ thông tin (CLC),"X23(TO-5,DI-1,CNCN-1)",7480201CLC_X23,X23,,0
1456,7480201CLC,Công nghệ thông tin (CLC),"X24(TO-5,DI-1,CNNN-1)",7480201CLC_X24,X24,,0
1457,7480201CLC,Công nghệ thông tin (CLC),"X25(TO-5,N1-1,KTPL-1)",7480201CLC_X25,X25,,0
1458,7480201CLC,Công nghệ thông tin (CLC),"X26(TO-5,N1-1,TI-3)",7480201CLC_X26,X26,,0
1459,7480201CLC,Công nghệ thông tin (CLC),"X27(TO-5,N1-1,CNCN-1)",7480201CLC_X27,X27,,0
1460,7480201CLC,Công nghệ thông tin (CLC),"X28(TO-5,N1-1,CNNN-1)",7480201CLC_X28,X28,,0
1461,7480201CLC,Công nghệ thông tin (CLC),"X53(TO-5,KTPL-1,TI-3)",7480201CLC_X53,X53,,0
1462,7480201CLC,Công nghệ thông tin (CLC),"X54(TO-5,KTPL-1,CNCN-1)",7480201CLC_X54,X54,,0
1463,7480201CLC,Công nghệ thông tin (CLC),"X55(TO-5,KTPL-1,CNNN-1)",7480201CLC_X55,X55,,0
1464,7480201CLC,Công nghệ thông tin (CLC),"X56(TO-5,TI-3,CNCN-1)",7480201CLC_X56,X56,,0
1465,7480201CLC,Công nghệ thông tin (CLC),"X57(TO-5,TI-3,CNNN-1)",7480201CLC_X57,X57,,0
