STT,MANGANH,TEN_NGANHCHUAN,MA_TO_HOP,tb_keys,TEN_TO_HOP,Gốc,Độ lệch
851,7480107,Trí tuệ nhân tạo,"B00(TO-5,HO-1,SI-1)",7480107_B00,B00,,"-0,53"
852,7480107,Trí tuệ nhân tạo,"B01(TO-5,SI-1,SU-1)",7480107_B01,B01,,0
853,7480107,Trí tuệ nhân tạo,"B02(TO-5,SI-1,DI-1)",7480107_B02,B02,,0
854,7480107,Trí tuệ nhân tạo,"B03(TO-5,VA-1,SI-1)",7480107_B03,B03,,0
855,7480107,Trí tuệ nhân tạo,"B08(TO-5,SI-1,N1-1)",7480107_B08,B08,,0
856,7480107,Trí tuệ nhân tạo,"C01(TO-5,VA-1,LI-1)",7480107_C01,C01,,"1,62"
857,7480107,Trí tuệ nhân tạo,"C02(TO-5,VA-1,HO-1)",7480107_C02,C02,,0
858,7480107,Trí tuệ nhân tạo,"C03(TO-5,VA-1,SU-1)",7480107_C03,C03,,0
859,7480107,Trí tuệ nhân tạo,"C04(TO-5,VA-1,DI-1)",7480107_C04,C04,,0
860,7480107,Trí tuệ nhân tạo,"D01(TO-5,VA-1,N1-1)",7480107_D01,D01,Gốc,0
861,7480107,Trí tuệ nhân tạo,"D07(TO-5,HO-1,N1-1)",7480107_D07,D07,,"-0,94"
862,7480107,Trí tuệ nhân tạo,"D09(TO-5,SU-1,N1-1)",7480107_D09,D09,,0
863,7480107,Trí tuệ nhân tạo,"D10(TO-5,DI-1,N1-1)",7480107_D10,D10,,0
864,7480107,Trí tuệ nhân tạo,"X01(TO-5,VA-1,KTPL-1)",7480107_X01,X01,,0
865,7480107,Trí tuệ nhân tạo,"X02(TO-5,VA-1,TI-3)",7480107_X02,X02,,0
866,7480107,Trí tuệ nhân tạo,"X03(TO-5,VA-1,CNCN-1)",7480107_X03,X03,,0
867,7480107,Trí tuệ nhân tạo,"X04(TO-5,VA-1,CNNN-1)",7480107_X04,X04,,0
868,7480107,Trí tuệ nhân tạo,"X05(TO-5,LI-1,KTPL-1)",7480107_X05,X05,,0
869,7480107,Trí tuệ nhân tạo,"X06(TO-5,LI-1,TI-3)",7480107_X06,X06,,0
870,7480107,Trí tuệ nhân tạo,"X07(TO-5,LI-1,CNCN-1)",7480107_X07,X07,,0
871,7480107,Trí tuệ nhân tạo,"X08(TO-5,LI-1,CNNN-1)",7480107_X08,X08,,0
872,7480107,Trí tuệ nhân tạo,"X09(TO-5,HO-1,KTPL-1)",7480107_X09,X09,,0
873,7480107,Trí tuệ nhân tạo,"X10(TO-5,HO-1,TI-3)",7480107_X10,X10,,0
874,7480107,Trí tuệ nhân tạo,"X11(TO-5,HO-1,CNCN-1)",7480107_X11,X11,,0
875,7480107,Trí tuệ nhân tạo,"X12(TO-5,HO-1,CNNN-1)",7480107_X12,X12,,0
876,7480107,Trí tuệ nhân tạo,"X13(TO-5,SI-1,KTPL-1)",7480107_X13,X13,,0
877,7480107,Trí tuệ nhân tạo,"X14(TO-5,SI-1,TI-3)",7480107_X14,X14,,0
878,7480107,Trí tuệ nhân tạo,"X15(TO-5,SI-1,CNCN-1)",7480107_X15,X15,,0
879,7480107,Trí tuệ nhân tạo,"X16(TO-5,SI-1,CNNN-1)",7480107_X16,X16,,0
880,7480107,Trí tuệ nhân tạo,"X17(TO-5,SU-1,KTPL-1)",7480107_X17,X17,,0
881,7480107,Trí tuệ nhân tạo,"X18(TO-5,SU-1,TI-3)",7480107_X18,X18,,0
882,7480107,Trí tuệ nhân tạo,"X19(TO-5,SU-1,CNCN-1)",7480107_X19,X19,,0
883,7480107,Trí tuệ nhân tạo,"X20(TO-5,SU-1,CNNN-1)",7480107_X20,X20,,0
884,7480107,Trí tuệ nhân tạo,"X21(TO-5,DI-1,KTPL-1)",7480107_X21,X21,,0
885,7480107,Trí tuệ nhân tạo,"X22(TO-5,DI-1,TI-3)",7480107_X22,X22,,0
886,7480107,Trí tuệ nhân tạo,"X23(TO-5,DI-1,CNCN-1)",7480107_X23,X23,,0
887,7480107,Trí tuệ nhân tạo,"X24(TO-5,DI-1,CNNN-1)",7480107_X24,X24,,0
888,7480107,Trí tuệ nhân tạo,"X25(TO-5,N1-1,KTPL-1)",7480107_X25,X25,,0
889,7480107,Trí tuệ nhân tạo,"X26(TO-5,N1-1,TI-3)",7480107_X26,X26,,0
890,7480107,Trí tuệ nhân tạo,"X27(TO-5,N1-1,CNCN-1)",7480107_X27,X27,,0
891,7480107,Trí tuệ nhân tạo,"X28(TO-5,N1-1,CNNN-1)",7480107_X28,X28,,0
892,7480107,Trí tuệ nhân tạo,"X53(TO-5,KTPL-1,TI-3)",7480107_X53,X53,,0
893,7480107,Trí tuệ nhân tạo,"X54(TO-5,KTPL-1,CNCN-1)",7480107_X54,X54,,0
894,7480107,Trí tuệ nhân tạo,"X55(TO-5,KTPL-1,CNNN-1)",7480107_X55,X55,,0
895,7480107,Trí tuệ nhân tạo,"X56(TO-5,TI-3,CNCN-1)",7480107_X56,X56,,0
896,7480107,Trí tuệ nhân tạo,"X57(TO-5,TI-3,CNNN-1)",7480107_X57,X57,,0
897,7480201,Công nghệ thông tin,"A00(TO-5,LI-1,HO-1)",7480201_A00,A00,,"0,68"
898,7480201,Công nghệ thông tin,"A01(TO-5,LI-1,N1-1)",7480201_A01,A01,,"-0,01"
899,7480201,Công nghệ thông tin,"A02(TO-5,LI-1,SI-1)",7480201_A02,A02,,0
900,7480201,Công nghệ thông tin,"A03(TO-5,LI-1,SU-1)",7480201_A03,A03,,0
901,7480201,Công nghệ thông tin,"A04(TO-5,LI-1,DI-1)",7480201_A04,A04,,0
902,7480201,Công nghệ thông tin,"A05(TO-5,HO-1,SU-1)",7480201_A05,A05,,0
903,7480201,Công nghệ thông tin,"A06(TO-5,HO-1,DI-1)",7480201_A06,A06,,0
904,7480201,Công nghệ thông tin,"A07(TO-5,SU-1,DI-1)",7480201_A07,A07,,0
905,7480201,Công nghệ thông tin,"B00(TO-5,HO-1,SI-1)",7480201_B00,B00,,"-0,53"
906,7480201,Công nghệ thông tin,"B01(TO-5,SI-1,SU-1)",7480201_B01,B01,,0
907,7480201,Công nghệ thông tin,"B02(TO-5,SI-1,DI-1)",7480201_B02,B02,,0
908,7480201,Công nghệ thông tin,"B03(TO-5,VA-1,SI-1)",7480201_B03,B03,,0
909,7480201,Công nghệ thông tin,"B08(TO-5,SI-1,N1-1)",7480201_B08,B08,,0
910,7480201,Công nghệ thông tin,"C01(TO-5,VA-1,LI-1)",7480201_C01,C01,,"1,62"
911,7480201,Công nghệ thông tin,"C02(TO-5,VA-1,HO-1)",7480201_C02,C02,,0
912,7480201,Công nghệ thông tin,"C03(TO-5,VA-1,SU-1)",7480201_C03,C03,,0
913,7480201,Công nghệ thông tin,"C04(TO-5,VA-1,DI-1)",7480201_C04,C04,,0
914,7480201,Công nghệ thông tin,"D01(TO-5,VA-1,N1-1)",7480201_D01,D01,Gốc,0
915,7480201,Công nghệ thông tin,"D07(TO-5,HO-1,N1-1)",7480201_D07,D07,,"-0,94"
916,7480201,Công nghệ thông tin,"D09(TO-5,SU-1,N1-1)",7480201_D09,D09,,0
917,7480201,Công nghệ thông tin,"D10(TO-5,DI-1,N1-1)",7480201_D10,D10,,0
918,7480201,Công nghệ thông tin,"X01(TO-5,VA-1,KTPL-1)",7480201_X01,X01,,0
919,7480201,Công nghệ thông tin,"X02(TO-5,VA-1,TI-3)",7480201_X02,X02,,0
920,7480201,Công nghệ thông tin,"X03(TO-5,VA-1,CNCN-1)",7480201_X03,X03,,0
921,7480201,Công nghệ thông tin,"X04(TO-5,VA-1,CNNN-1)",7480201_X04,X04,,0
922,7480201,Công nghệ thông tin,"X05(TO-5,LI-1,KTPL-1)",7480201_X05,X05,,0
923,7480201,Công nghệ thông tin,"X06(TO-5,LI-1,TI-3)",7480201_X06,X06,,0
924,7480201,Công nghệ thông tin,"X07(TO-5,LI-1,CNCN-1)",7480201_X07,X07,,0
925,7480201,Công nghệ thông tin,"X08(TO-5,LI-1,CNNN-1)",7480201_X08,X08,,0
926,7480201,Công nghệ thông tin,"X09(TO-5,HO-1,KTPL-1)",7480201_X09,X09,,0
927,7480201,Công nghệ thông tin,"X10(TO-5,HO-1,TI-3)",7480201_X10,X10,,0
928,7480201,Công nghệ thông tin,"X11(TO-5,HO-1,CNCN-1)",7480201_X11,X11,,0
929,7480201,Công nghệ thông tin,"X12(TO-5,HO-1,CNNN-1)",7480201_X12,X12,,0
930,7480201,Công nghệ thông tin,"X13(TO-5,SI-1,KTPL-1)",7480201_X13,X13,,0
931,7480201,Công nghệ thông tin,"X14(TO-5,SI-1,TI-3)",7480201_X14,X14,,0
932,7480201,Công nghệ thông tin,"X15(TO-5,SI-1,CNCN-1)",7480201_X15,X15,,0
933,7480201,Công nghệ thông tin,"X16(TO-5,SI-1,CNNN-1)",7480201_X16,X16,,0
934,7480201,Công nghệ thông tin,"X17(TO-5,SU-1,KTPL-1)",7480201_X17,X17,,0
935,7480201,Công nghệ thông tin,"X18(TO-5,SU-1,TI-3)",7480201_X18,X18,,0
936,7480201,Công nghệ thông tin,"X19(TO-5,SU-1,CNCN-1)",7480201_X19,X19,,0
937,7480201,Công nghệ thông tin,"X20(TO-5,SU-1,CNNN-1)",7480201_X20,X20,,0
938,7480201,Công nghệ thông tin,"X21(TO-5,DI-1,KTPL-1)",7480201_X21,X21,,0
939,7480201,Công nghệ thông tin,"X22(TO-5,DI-1,TI-3)",7480201_X22,X22,,0
940,7480201,Công nghệ thông tin,"X23(TO-5,DI-1,CNCN-1)",7480201_X23,X23,,0
941,7480201,Công nghệ thông tin,"X24(TO-5,DI-1,CNNN-1)",7480201_X24,X24,,0
942,7480201,Công nghệ thông tin,"X25(TO-5,N1-1,KTPL-1)",7480201_X25,X25,,0
943,7480201,Công nghệ thông tin,"X26(TO-5,N1-1,TI-3)",7480201_X26,X26,,0
944,7480201,Công nghệ thông tin,"X27(TO-5,N1-1,CNCN-1)",7480201_X27,X27,,0
945,7480201,Công nghệ thông tin,"X28(TO-5,N1-1,CNNN-1)",7480201_X28,X28,,0
946,7480201,Công nghệ thông tin,"X53(TO-5,KTPL-1,TI-3)",7480201_X53,X53,,0
947,7480201,Công nghệ thông tin,"X54(TO-5,KTPL-1,CNCN-1)",7480201_X54,X54,,0
948,7480201,Công nghệ thông tin,"X55(TO-5,KTPL-1,CNNN-1)",7480201_X55,X55,,0
949,7480201,Công nghệ thông tin,"X56(TO-5,TI-3,CNCN-1)",7480201_X56,X56,,0
950,7480201,Công nghệ thông tin,"X57(TO-5,TI-3,CNNN-1)",7480201_X57,X57,,0
951,7510301,"Công nghệ kỹ thuật điện, điện tử","A00(TO-5,LI-1,HO-1)",7510301_A00,A00,,"0,69"
952,7510301,"Công nghệ kỹ thuật điện, điện tử","A01(TO-5,LI-1,N1-1)",7510301_A01,A01,Gốc,0
953,7510301,"Công nghệ kỹ thuật điện, điện tử","A02(TO-5,LI-1,SI-1)",7510301_A02,A02,,0
954,7510301,"Công nghệ kỹ thuật điện, điện tử","A03(TO-5,LI-1,SU-1)",7510301_A03,A03,,0
955,7510301,"Công nghệ kỹ thuật điện, điện tử","A04(TO-5,LI-1,DI-1)",7510301_A04,A04,,0
956,7510301,"Công nghệ kỹ thuật điện, điện tử","A05(TO-5,HO-1,SU-1)",7510301_A05,A05,,0
957,7510301,"Công nghệ kỹ thuật điện, điện tử","A06(TO-5,HO-1,DI-1)",7510301_A06,A06,,0
958,7510301,"Công nghệ kỹ thuật điện, điện tử","A07(TO-5,SU-1,DI-1)",7510301_A07,A07,,0
959,7510301,"Công nghệ kỹ thuật điện, điện tử","B00(TO-5,HO-1,SI-1)",7510301_B00,B00,,"-0,52"
960,7510301,"Công nghệ kỹ thuật điện, điện tử","B01(TO-5,SI-1,SU-1)",7510301_B01,B01,,0
961,7510301,"Công nghệ kỹ thuật điện, điện tử","B02(TO-5,SI-1,DI-1)",7510301_B02,B02,,0
962,7510301,"Công nghệ kỹ thuật điện, điện tử","B03(TO-5,VA-1,SI-1)",7510301_B03,B03,,0
963,7510301,"Công nghệ kỹ thuật điện, điện tử","B08(TO-5,SI-1,N1-1)",7510301_B08,B08,,0
964,7510301,"Công nghệ kỹ thuật điện, điện tử","C01(TO-5,VA-1,LI-1)",7510301_C01,C01,,"1,63"
965,7510301,"Công nghệ kỹ thuật điện, điện tử","C02(TO-5,VA-1,HO-1)",7510301_C02,C02,,0
966,7510301,"Công nghệ kỹ thuật điện, điện tử","C03(TO-5,VA-1,SU-1)",7510301_C03,C03,,0
967,7510301,"Công nghệ kỹ thuật điện, điện tử","C04(TO-5,VA-1,DI-1)",7510301_C04,C04,,0
968,7510301,"Công nghệ kỹ thuật điện, điện tử","D01(TO-5,VA-1,N1-1)",7510301_D01,D01,,"0,01"
969,7510301,"Công nghệ kỹ thuật điện, điện tử","D07(TO-5,HO-1,N1-1)",7510301_D07,D07,,"-0,93"
970,7510301,"Công nghệ kỹ thuật điện, điện tử","D09(TO-5,SU-1,N1-1)",7510301_D09,D09,,0
971,7510301,"Công nghệ kỹ thuật điện, điện tử","D10(TO-5,DI-1,N1-1)",7510301_D10,D10,,0
972,7510301,"Công nghệ kỹ thuật điện, điện tử","X01(TO-5,VA-1,KTPL-1)",7510301_X01,X01,,0
973,7510301,"Công nghệ kỹ thuật điện, điện tử","X02(TO-5,VA-1,TI-1)",7510301_X02,X02,,0
974,7510301,"Công nghệ kỹ thuật điện, điện tử","X03(TO-5,VA-1,CNCN-1)",7510301_X03,X03,,0
975,7510301,"Công nghệ kỹ thuật điện, điện tử","X04(TO-5,VA-1,CNNN-1)",7510301_X04,X04,,0
976,7510301,"Công nghệ kỹ thuật điện, điện tử","X05(TO-5,LI-1,KTPL-1)",7510301_X05,X05,,0
977,7510301,"Công nghệ kỹ thuật điện, điện tử","X06(TO-5,LI-1,TI-1)",7510301_X06,X06,,0
978,7510301,"Công nghệ kỹ thuật điện, điện tử","X07(TO-5,LI-1,CNCN-1)",7510301_X07,X07,,0
979,7510301,"Công nghệ kỹ thuật điện, điện tử","X08(TO-5,LI-1,CNNN-1)",7510301_X08,X08,,0
980,7510301,"Công nghệ kỹ thuật điện, điện tử","X09(TO-5,HO-1,KTPL-1)",7510301_X09,X09,,0
981,7510301,"Công nghệ kỹ thuật điện, điện tử","X10(TO-5,HO-1,TI-1)",7510301_X10,X10,,0
982,7510301,"Công nghệ kỹ thuật điện, điện tử","X11(TO-5,HO-1,CNCN-1)",7510301_X11,X11,,0
983,7510301,"Công nghệ kỹ thuật điện, điện tử","X12(TO-5,HO-1,CNNN-1)",7510301_X12,X12,,0
984,7510301,"Công nghệ kỹ thuật điện, điện tử","X13(TO-5,SI-1,KTPL-1)",7510301_X13,X13,,0
985,7510301,"Công nghệ kỹ thuật điện, điện tử","X14(TO-5,SI-1,TI-1)",7510301_X14,X14,,0
986,7510301,"Công nghệ kỹ thuật điện, điện tử","X15(TO-5,SI-1,CNCN-1)",7510301_X15,X15,,0
987,7510301,"Công nghệ kỹ thuật điện, điện tử","X16(TO-5,SI-1,CNNN-1)",7510301_X16,X16,,0
988,7510301,"Công nghệ kỹ thuật điện, điện tử","X17(TO-5,SU-1,KTPL-1)",7510301_X17,X17,,0
989,7510301,"Công nghệ kỹ thuật điện, điện tử","X18(TO-5,SU-1,TI-1)",7510301_X18,X18,,0
990,7510301,"Công nghệ kỹ thuật điện, điện tử","X19(TO-5,SU-1,CNCN-1)",7510301_X19,X19,,0
991,7510301,"Công nghệ kỹ thuật điện, điện tử","X20(TO-5,SU-1,CNNN-1)",7510301_X20,X20,,0
992,7510301,"Công nghệ kỹ thuật điện, điện tử","X21(TO-5,DI-1,KTPL-1)",7510301_X21,X21,,0
993,7510301,"Công nghệ kỹ thuật điện, điện tử","X22(TO-5,DI-1,TI-1)",7510301_X22,X22,,0
994,7510301,"Công nghệ kỹ thuật điện, điện tử","X23(TO-5,DI-1,CNCN-1)",7510301_X23,X23,,0
995,7510301,"Công nghệ kỹ thuật điện, điện tử","X24(TO-5,DI-1,CNNN-1)",7510301_X24,X24,,0
996,7510301,"Công nghệ kỹ thuật điện, điện tử","X25(TO-5,N1-1,KTPL-1)",7510301_X25,X25,,0
997,7510301,"Công nghệ kỹ thuật điện, điện tử","X26(TO-5,N1-1,TI-1)",7510301_X26,X26,,0
998,7510301,"Công nghệ kỹ thuật điện, điện tử","X27(TO-5,N1-1,CNCN-1)",7510301_X27,X27,,0
999,7510301,"Công nghệ kỹ thuật điện, điện tử","X28(TO-5,N1-1,CNNN-1)",7510301_X28,X28,,0
1000,7510301,"Công nghệ kỹ thuật điện, điện tử","X53(TO-5,KTPL-1,TI-1)",7510301_X53,X53,,0
1001,7510301,"Công nghệ kỹ thuật điện, điện tử","X54(TO-5,KTPL-1,CNCN-1)",7510301_X54,X54,,0
1002,7510301,"Công nghệ kỹ thuật điện, điện tử","X55(TO-5,KTPL-1,CNNN-1)",7510301_X55,X55,,0
1003,7510301,"Công nghệ kỹ thuật điện, điện tử","X56(TO-5,TI-1,CNCN-1)",7510301_X56,X56,,0
1004,7510301,"Công nghệ kỹ thuật điện, điện tử","X57(TO-5,TI-1,CNNN-1)",7510301_X57,X57,,0
1005,7510302,Công nghệ kỹ thuật điện tử - viễn thông,"A00(TO-5,LI-1,HO-1)",7510302_A00,A00,,"0,69"
1006,7510302,Công nghệ kỹ thuật điện tử - viễn thông,"A01(TO-5,LI-1,N1-1)",7510302_A01,A01,Gốc,0
1007,7510302,Công nghệ kỹ thuật điện tử - viễn thông,"A02(TO-5,LI-1,SI-1)",7510302_A02,A02,,0
1008,7510302,Công nghệ kỹ thuật điện tử - viễn thông,"A03(TO-5,LI-1,SU-1)",7510302_A03,A03,,0
1009,7510302,Công nghệ kỹ thuật điện tử - viễn thông,"A04(TO-5,LI-1,DI-1)",7510302_A04,A04,,0
1010,7510302,Công nghệ kỹ thuật điện tử - viễn thông,"A05(TO-5,HO-1,SU-1)",7510302_A05,A05,,0
1011,7510302,Công nghệ kỹ thuật điện tử - viễn thông,"A06(TO-5,HO-1,DI-1)",7510302_A06,A06,,0
1012,7510302,Công nghệ kỹ thuật điện tử - viễn thông,"A07(TO-5,SU-1,DI-1)",7510302_A07,A07,,0
1013,7510302,Công nghệ kỹ thuật điện tử - viễn thông,"B00(TO-5,HO-1,SI-1)",7510302_B00,B00,,"-0,52"
1014,7510302,Công nghệ kỹ thuật điện tử - viễn thông,"B01(TO-5,SI-1,SU-1)",7510302_B01,B01,,0
1015,7510302,Công nghệ kỹ thuật điện tử - viễn thông,"B02(TO-5,SI-1,DI-1)",7510302_B02,B02,,0
1016,7510302,Công nghệ kỹ thuật điện tử - viễn thông,"B03(TO-5,VA-1,SI-1)",7510302_B03,B03,,0
1017,7510302,Công nghệ kỹ thuật điện tử - viễn thông,"B08(TO-5,SI-1,N1-1)",7510302_B08,B08,,0
1018,7510302,Công nghệ kỹ thuật điện tử - viễn thông,"C01(TO-5,VA-1,LI-1)",7510302_C01,C01,,"1,63"
1019,7510302,Công nghệ kỹ thuật điện tử - viễn thông,"C02(TO-5,VA-1,HO-1)",7510302_C02,C02,,0
1020,7510302,Công nghệ kỹ thuật điện tử - viễn thông,"C03(TO-5,VA-1,SU-1)",7510302_C03,C03,,0
1021,7510302,Công nghệ kỹ thuật điện tử - viễn thông,"C04(TO-5,VA-1,DI-1)",7510302_C04,C04,,0
1022,7510302,Công nghệ kỹ thuật điện tử - viễn thông,"D01(TO-5,VA-1,N1-1)",7510302_D01,D01,,"0,01"
1023,7510302,Công nghệ kỹ thuật điện tử - viễn thông,"D07(TO-5,HO-1,N1-1)",7510302_D07,D07,,"-0,93"
1024,7510302,Công nghệ kỹ thuật điện tử - viễn thông,"D09(TO-5,SU-1,N1-1)",7510302_D09,D09,,0
1025,7510302,Công nghệ kỹ thuật điện tử - viễn thông,"D10(TO-5,DI-1,N1-1)",7510302_D10,D10,,0
1026,7510302,Công nghệ kỹ thuật điện tử - viễn thông,"X01(TO-5,VA-1,KTPL-1)",7510302_X01,X01,,0
1027,7510302,Công nghệ kỹ thuật điện tử - viễn thông,"X02(TO-5,VA-1,TI-1)",7510302_X02,X02,,0
1028,7510302,Công nghệ kỹ thuật điện tử - viễn thông,"X03(TO-5,VA-1,CNCN-1)",7510302_X03,X03,,0
1029,7510302,Công nghệ kỹ thuật điện tử - viễn thông,"X04(TO-5,VA-1,CNNN-1)",7510302_X04,X04,,0
1030,7510302,Công nghệ kỹ thuật điện tử - viễn thông,"X05(TO-5,LI-1,KTPL-1)",7510302_X05,X05,,0
1031,7510302,Công nghệ kỹ thuật điện tử - viễn thông,"X06(TO-5,LI-1,TI-1)",7510302_X06,X06,,0
1032,7510302,Công nghệ kỹ thuật điện tử - viễn thông,"X07(TO-5,LI-1,CNCN-1)",7510302_X07,X07,,0
1033,7510302,Công nghệ kỹ thuật điện tử - viễn thông,"X08(TO-5,LI-1,CNNN-1)",7510302_X08,X08,,0
1034,7510302,Công nghệ kỹ thuật điện tử - viễn thông,"X09(TO-5,HO-1,KTPL-1)",7510302_X09,X09,,0
1035,7510302,Công nghệ kỹ thuật điện tử - viễn thông,"X10(TO-5,HO-1,TI-1)",7510302_X10,X10,,0
1036,7510302,Công nghệ kỹ thuật điện tử - viễn thông,"X11(TO-5,HO-1,CNCN-1)",7510302_X11,X11,,0
1037,7510302,Công nghệ kỹ thuật điện tử - viễn thông,"X12(TO-5,HO-1,CNNN-1)",7510302_X12,X12,,0
1038,7510302,Công nghệ kỹ thuật điện tử - viễn thông,"X13(TO-5,SI-1,KTPL-1)",7510302_X13,X13,,0
1039,7510302,Công nghệ kỹ thuật điện tử - viễn thông,"X14(TO-5,SI-1,TI-1)",7510302_X14,X14,,0
1040,7510302,Công nghệ kỹ thuật điện tử - viễn thông,"X15(TO-5,SI-1,CNCN-1)",7510302_X15,X15,,0
1041,7510302,Công nghệ kỹ thuật điện tử - viễn thông,"X16(TO-5,SI-1,CNNN-1)",7510302_X16,X16,,0
1042,7510302,Công nghệ kỹ thuật điện tử - viễn thông,"X17(TO-5,SU-1,KTPL-1)",7510302_X17,X17,,0
1043,7510302,Công nghệ kỹ thuật điện tử - viễn thông,"X18(TO-5,SU-1,TI-1)",7510302_X18,X18,,0
1044,7510302,Công nghệ kỹ thuật điện tử - viễn thông,"X19(TO-5,SU-1,CNCN-1)",7510302_X19,X19,,0
1045,7510302,Công nghệ kỹ thuật điện tử - viễn thông,"X20(TO-5,SU-1,CNNN-1)",7510302_X20,X20,,0
1046,7510302,Công nghệ kỹ thuật điện tử - viễn thông,"X21(TO-5,DI-1,KTPL-1)",7510302_X21,X21,,0
1047,7510302,Công nghệ kỹ thuật điện tử - viễn thông,"X22(TO-5,DI-1,TI-1)",7510302_X22,X22,,0
1048,7510302,Công nghệ kỹ thuật điện tử - viễn thông,"X23(TO-5,DI-1,CNCN-1)",7510302_X23,X23,,0
1049,7510302,Công nghệ kỹ thuật điện tử - viễn thông,"X24(TO-5,DI-1,CNNN-1)",7510302_X24,X24,,0
1050,7510302,Công nghệ kỹ thuật điện tử - viễn thông,"X25(TO-5,N1-1,KTPL-1)",7510302_X25,X25,,0
1051,7510302,Công nghệ kỹ thuật điện tử - viễn thông,"X26(TO-5,N1-1,TI-1)",7510302_X26,X26,,0
1052,7510302,Công nghệ kỹ thuật điện tử - viễn thông,"X27(TO-5,N1-1,CNCN-1)",7510302_X27,X27,,0
1053,7510302,Công nghệ kỹ thuật điện tử - viễn thông,"X28(TO-5,N1-1,CNNN-1)",7510302_X28,X28,,0
1054,7510302,Công nghệ kỹ thuật điện tử - viễn thông,"X53(TO-5,KTPL-1,TI-1)",7510302_X53,X53,,0
1055,7510302,Công nghệ kỹ thuật điện tử - viễn thông,"X54(TO-5,KTPL-1,CNCN-1)",7510302_X54,X54,,0
1056,7510302,Công nghệ kỹ thuật điện tử - viễn thông,"X55(TO-5,KTPL-1,CNNN-1)",7510302_X55,X55,,0
1057,7510302,Công nghệ kỹ thuật điện tử - viễn thông,"X56(TO-5,TI-1,CNCN-1)",7510302_X56,X56,,0
1058,7510302,Công nghệ kỹ thuật điện tử - viễn thông,"X57(TO-5,TI-1,CNNN-1)",7510302_X57,X57,,0
1059,7510406,Công nghệ kỹ thuật môi trường,"A00(TO-5,LI-1,HO-1)",7510406_A00,A00,,"1,21"
1060,7510406,Công nghệ kỹ thuật môi trường,"A01(TO-5,LI-1,N1-1)",7510406_A01,A01,,"0,52"
1061,7510406,Công nghệ kỹ thuật môi trường,"A02(TO-5,LI-1,SI-1)",7510406_A02,A02,,0
1062,7510406,Công nghệ kỹ thuật môi trường,"A03(TO-5,LI-1,SU-1)",7510406_A03,A03,,0
1063,7510406,Công nghệ kỹ thuật môi trường,"A04(TO-5,LI-1,DI-1)",7510406_A04,A04,,0
1064,7510406,Công nghệ kỹ thuật môi trường,"A05(TO-5,HO-1,SU-1)",7510406_A05,A05,,0
1065,7510406,Công nghệ kỹ thuật môi trường,"A06(TO-5,HO-1,DI-1)",7510406_A06,A06,,0
1066,7510406,Công nghệ kỹ thuật môi trường,"A07(TO-5,SU-1,DI-1)",7510406_A07,A07,,0
1067,7510406,Công nghệ kỹ thuật môi trường,"B00(TO-5,HO-1,SI-1)",7510406_B00,B00,Gốc,0
1068,7510406,Công nghệ kỹ thuật môi trường,"B01(TO-5,SI-1,SU-1)",7510406_B01,B01,,0
1069,7510406,Công nghệ kỹ thuật môi trường,"B02(TO-5,SI-1,DI-1)",7510406_B02,B02,,0
1070,7510406,Công nghệ kỹ thuật môi trường,"B03(TO-5,VA-1,SI-1)",7510406_B03,B03,,0
1071,7510406,Công nghệ kỹ thuật môi trường,"B08(TO-5,SI-1,N1-1)",7510406_B08,B08,,0
1072,7510406,Công nghệ kỹ thuật môi trường,"C01(TO-5,VA-1,LI-1)",7510406_C01,C01,,"2,15"
1073,7510406,Công nghệ kỹ thuật môi trường,"C02(TO-5,VA-1,HO-1)",7510406_C02,C02,,0
1074,7510406,Công nghệ kỹ thuật môi trường,"C03(TO-5,VA-1,SU-1)",7510406_C03,C03,,0
1075,7510406,Công nghệ kỹ thuật môi trường,"C04(TO-5,VA-1,DI-1)",7510406_C04,C04,,0
1076,7510406,Công nghệ kỹ thuật môi trường,"D01(TO-5,VA-1,N1-1)",7510406_D01,D01,,"0,53"
1077,7510406,Công nghệ kỹ thuật môi trường,"D07(TO-5,HO-1,N1-1)",7510406_D07,D07,,"-0,41"
1078,7510406,Công nghệ kỹ thuật môi trường,"D09(TO-5,SU-1,N1-1)",7510406_D09,D09,,0
1079,7510406,Công nghệ kỹ thuật môi trường,"D10(TO-5,DI-1,N1-1)",7510406_D10,D10,,0
1080,7510406,Công nghệ kỹ thuật môi trường,"X01(TO-5,VA-1,KTPL-1)",7510406_X01,X01,,0
1081,7510406,Công nghệ kỹ thuật môi trường,"X02(TO-5,VA-1,TI-1)",7510406_X02,X02,,0
1082,7510406,Công nghệ kỹ thuật môi trường,"X03(TO-5,VA-1,CNCN-1)",7510406_X03,X03,,0
1083,7510406,Công nghệ kỹ thuật môi trường,"X04(TO-5,VA-1,CNNN-1)",7510406_X04,X04,,0
1084,7510406,Công nghệ kỹ thuật môi trường,"X05(TO-5,LI-1,KTPL-1)",7510406_X05,X05,,0
1085,7510406,Công nghệ kỹ thuật môi trường,"X06(TO-5,LI-1,TI-1)",7510406_X06,X06,,0
1086,7510406,Công nghệ kỹ thuật môi trường,"X07(TO-5,LI-1,CNCN-1)",7510406_X07,X07,,0
1087,7510406,Công nghệ kỹ thuật môi trường,"X08(TO-5,LI-1,CNNN-1)",7510406_X08,X08,,0
